in	Handle	Title as Cymraeg	Title as English	Subtitle as Cymraeg	Subtitle as English	Emojis	Tags	Email	Phone Global Prefix	Phone Local Prefix	Phone Base	Website URL	Facebook URL	Instagram URL	YouTube URL	TikTok URL	Twitter URL	Street	City/Town/Etc	District/County/Etc	Province/State/Etc	Postcode	Country Code
f20c42405acf7feac446de5c8b677b22	pierpressureaberystwyth		Pier Pressure	Clwb nos	Nightclub	🏫🪩🌃		pleasure@royalpier.co.uk	44	0				https://instagram.com/pierpressureaberystwyth					Aberystwyth	Ceredigion	Wales	SY23	UK
6a35bc0120832092cdf32033a3b3f478	brocmor	Broc-Môr		Mae Broc-Môr yn siop fach gyda chalon fawr wedi'i lleoli yn Aberystwyth, Ceredigion, Cymru, DU. Wedi’i hysbrydoli gan y natur hardd sydd o’n cwmpas a diwylliant Cymru.	Broc-Môr is a small shop with big heart based in Aberystwyth, Ceredigion, Wales, UK. Inspired by the beautiful nature that surrounds us and Welsh culture.	🛍🎁💌🏴󠁧󠁢󠁷󠁬󠁳󠁿		locheryberith@googlemail.com	44	0	7813 159687	https://www.welshhomegifts.co.uk	https://facebook.com/brocmor	https://instagram.com/brocmor				3 Sgwar Owain Glyndwr	Aberystwyth	Ceredigion	Wales	SY23 2JH	UK
8ec2e5e0c767bea0dafe6c55174e764f	yrhenorsafaberystwyth	Yr Hen Orsaf	JD Wetherspoon	Tafarn arobryn ger gorsaf drenau Aberystwyth.	Award-winning pub by the Aberystwyth train station.				44	0		https://www.jdwetherspoon.com/pubs/all-pubs/wales/ceredigion/yr-hen-orsaf-aberystwyth						St.James's Place Station Chambers, Alexandra Rd	Aberystwyth	Ceredigion	Wales	SY23 1LN	UK
90f47de012c4da0c44aa58b417faa3bf	pollyaberystwyth		Polly Aberystwyth	Siopau ffasiwn annibynnol arobryn i fenywod wedi'u lleoli yn nhref glan môr gorllewin Cymru, Aberystwyth.	Award winning independent women's fashion boutiques based in the west Wales seaside town of Aberystwyth.	🛍👚		ipolly7@me.com	44	0	1970 636636	https://pollyaberystwyth.com	https://facebook.com/PollyAberystwyth	https://instagram.com/pollyaberystwyth				4 Chalybeate St	Aberystwyth	Ceredigion	Wales	SY23 1HS	UK
42eca134796e09c18351bea6d55c9cfd	prom.diner		Prom Diner	Caffi ☕️fish & chips🐟 parlwr hufen iâ🍦neu’r ardd gwrw orau yn Aber🍺🍹🍷 Yn y bôn rhywbeth at ddant pawb.	Cafe ☕️fish & chips🐟 ice cream parlour🍦or the best beer garden in Aber🍺🍹🍷Basically something for everyone.	🍅☕️🍽🏞🌄			44	0			https://facebook.com/prom.diner	https://instagram.com/prom.diner				Marine Terrace	Aberystwyth	Ceredigion	Wales	SY23 2BX	UK
f2f98c42c0db1c61e6393ea2a969427c	farplaceanimalrescueaber		Farplace	Siop Elusen Achub Anifeiliaid Aberystwyth	Animal Rescue Charity Shop Aberystwyth	🛍💝		aberystwythshop@farplace.org.uk	44	0	1970 214061	https://www.farplace.org.uk/farplacestore/farplace-shop-aberystwyth/	https://facebook.com/farplaceshopaberystwyth	https://instagram.com/farplaceanimalrescueaber/				36-38 Great Darkgate Street	Aberystwyth	Ceredigion	Wales	SY23 1DE	UK
416f0404196b76b0360fd52759a68570	hahav		HAHAV Charity Shop	Grŵp cymunedol sy’n cael ei arwain gan wirfoddolwyr yn darparu gofal amrywiol a chyfeillgarwch.	A volunteer led community group providing practical, psychosocial care, and friendship for people with chronic illness needing end of life care.	🛍💝			44	0		https://hahav.org.uk/hahav-shop-pier-street/						14 Pier Street	Aberystwyth	Ceredigion	Wales	SY23 2LJ	UK
84bbd0c1629e1f222350e7a307e77a3a	oxfamcymru		Oxfam Abersystwtyh	Siop Elusen	Charity Shop	🛍💝			44	0		https://www.oxfam.org.uk/	https://facebook.com/oxfamaberystwyth	https://instagram.com/oxfam_cymru/				38 Terrace Rd	Aberystwyth	Ceredigion	Wales	SY23 2AE	UK
bd1ea996923f56822fcd68782f049453	redcrossshopaberystwyth		British Red Cross shops (Aberystwyth)	Storfa Clustog Fair a Llwyth	Thrift & Consignment Store	🛍💝			44	0	1970 624298	https://redcross.org.uk/shop/find-a-charity-shop/aberystwyth	https://facebook.com/BRCAberystwyth	https://instagram.com/redcrossretail/					Aberystwyth	Ceredigion	Wales	SY23	UK
bf91e3b4e8c64481c314aa0274a5941e	climateshop		Climate Shop	Y siop sy'n tynnu carbon i lawr	The shop that draws down carbon	🛍💝			44	0		https://www.climateshop.org/	https://facebook.com/groups/climateshop/					38 Great Darkgate St	Aberystwyth	Ceredigion	Wales	SY23 1EA	UK
fbf97ff1772f87199da8ec993ea6e882	drifteddesigns		Driftwood Designs	Ystod chwaethus a hardd o gynnyrch wedi’u dylunio gan yr artist Cymreig Lizzie Spikes. Casgliad o gardiau, printiau, posteri, nwyddau cartref a gweithiau celf gwreiddiol.	Stylish, beautiful range of products designed by Welsh artist Lizzie Spikes. Collection of cards, prints, posters, homewares and original artworks.	🛍🖼🏴󠁧󠁢󠁷󠁬󠁳󠁿			44	0	1970 611151	https://driftwooddesigns.co.uk/	https://facebook.com/lizziespikesdriftwood	https://instagram.com/drifteddesigns				16 Pier St	Aberystwyth	Ceredigion	Wales	SY23 2LJ	UK
8f3774bbb54ad68791e39e291b950d95	aberystwythmarkethall		Aberystwyth Market Hall	Neuadd y Farchnad Hynafol Aberystwyth (Est. 1823). Cartref masnachwyr annibynnol gwych sy'n cynnig cynhyrchion a gwasanaethau o ansawdd uchel.	Ancient Market Hall Aberystwyth (Est. 1823). Home of great independent traders offering high quality products & services.	🛍🏬			44	0	7798 935492		https://facebook.com/AberystwythMarketHall	https://instagram.com/aberystwythmarkethall				Great Darkgate St	Aberystwyth	Ceredigion	Wales	SY23 1DW	UK
ca1e945fc044cc7b14f5ba6107e2df0f	shipandcastleaberystwyth	Llong ar Castell	Ship and Castle	Tafarn cwrw go iawn sydd wedi ennill gwobrau, sy'n cael sylw cyson yn y good beer guide. Tafarn wedi'i hadnewyddu'n ddiweddar gyda chymysgedd eclectig o fyfyrwyr a phobl leol.	Award winning real ale pub,regularly featured in the good beer guide. Recently refurbished pub with eclectic mix of students and locals.	💧🍺🏆		I.blair786@gmail.com	44	0	7773 778785	https://whatpub.com/pubs/CER/045/ship-castle-aberystwyth	https://facebook.com/shipandcastleaber	https://instagram.com/shipand_castle				1 High St	Aberystwyth	Ceredigion	Wales	SY23 1JG	UK
5ea67aeef1cb7cadec8fb381f00e4587	dragonflybistrouk		Dragonfly Bistro	Rydym yn fegan/llysieuol bistro trwyddedig lawn; llawer o opsiynau heb glwten. Mae'r fwydlen yn newid yn rheolaidd.	We are a vegan/vegetarian fully licensed bistro; lots of gluten-free options. Menu changes regularly.	🍅🍽🥗		admin@dragonfly-bistro.com	44	0	7508 319091		https://facebook.com/dragonflybistrouk	https://instagram.com/dragonflybistrouk				7 St James's Square	Aberystwyth	Ceredigion	Wales	SY23 1DU	UK
ce4f205c5fba67e5121b0e8e3ebe555e	sophiescafeaberystwyth		Sophie's	Ein nod: Bwyd o ansawdd da a chroeso cyfeillgar!	Our aim: Good quality food and a friendly welcome!	🍅🍽		sophiescafe@btinternet.com	44	0	1970 626417	https://restaurantsnapshot.com/Sophies/	https://facebook.com/sophiesaberystwyth	https://instagram.com/officialsophiescafe_aber				27 N Parade	Aberystwyth	Ceredigion	Wales	SY23 2JN	UK
32468252d9742abfd139965e38c2d5f5	aberdyfiicecream		Aberdyfi Ice Cream Company	Hufen iâ cartref, sorbets, a mwy.	Homemade ice cream, sorbets, and more.	🍅🍦		hello@aberdyfiicecream.com	44	0		https://www.aberdyfiicecream.com/	https://facebook.com/AICCaberystwyth	https://instagram.com/aberdyfiicecream				19 Pier St	Aberystwyth	Ceredigion	Wales	SY23 2LJ	UK
1134f684987fb82c20f9a416711ab0fc	aberoutdoors		Aberoutdoors	Yn cynnig amrywiaeth o weithgareddau dŵr, cyrsiau, gwerthu offer, llogi, ymgynghori a chyngor.	Offering a range of water based activities, courses, equipment sales, hire, consultation and advice.	🏞🏊🚣🏄📅			44	0		https://www.aberoutdoors.co.uk/	https://facebook.com/aberoutdoors	https://instagram.com/aberoutdoors				The Old Marina Office, Abersytwyth Marina, Y, Lanfa	Trefechan	Ceredigion	Wales	SY23 1AS	UK
9219dc81073b3139d400e5aeb7a1debc	amgueddfaceredigionmuseum		Amgueddfa Ceredigion Museum	Amgueddfa ac Oriel	Museum and Gallery	🏫🏛🏴󠁧󠁢󠁷󠁬󠁳󠁿			44	0		https://ceredigionmuseum.wales/	https://facebook.com/amgueddfaceredigionmuseum	https://instagram.com/amgueddfa_ceredigion_museum				Amgueddfa Ceredigion Museum, 57 Terrace Road	Aberystwyth	Ceredigion	Wales	SY23 2AQ	UK
fdb8938e8705fa108bd39ecf7dcbea59	banerabach		Bañera Bach	Trelar bar coctel symudol 🍸Digwyddiadau preifat a chorfforaethol / gwyliau / ffeiriau / priodasau\a🍸 Coctels / gwirodydd / cwrw / gwinoedd 🍸 Wedi'i leoli yn Aberystwyth	Mobile cocktail bar trailer 🍸Private and corporate events / festivals / fayres / weddings\n🍸Cocktails / spirits / beers / wines 🍸Based in Aberystwyth	💧🍷🍸🍽			44	0				https://instagram.com/banera_bach					Aberystwyth	Ceredigion	Wales	SY23	UK
cd528efb10a3c7ec0e2b512103693e4a	baneraaber		Y Bañera	Bar Coctel | Lleoliad cerddoriaeth fyw | Cwrw Crefft Cymreig / Seidr | Lleoliad hwyr y nos | Chwaer gwmni i @banera_bach | Dosbarthiadau meistr a gweithdai | Digwyddiadau allanol	Cocktail Bar | Live music venue | Welsh Craft Ales / Ciders | Late night venue | Sister company to @banera_bach | Masterclasses and workshops | Outside events	💧🍅🍸🌃			44	0		https://www.banera.cymru	https://facebook.com/ybanera	https://instagram.com/baneraaber				Terrace Rd	Aberystwyth	Ceredigion	Wales	SY23 2AG	UK
c3daac0a469a724e4aca3b755fb7416f	bwyddyfihwb		Bwyd Dyfi Hub	Adeiladu mudiad bwyd lleol gyda'n gilydd. Rydym yn cynnig bocsys ffrwythau a llysiau o safon gan ddefnyddio cynnyrch agroecolegol organig a lleol.	Building a local food movement together. We offer quality fruit and veg boxes using organic and local agroecologically grown produce.	🍅🛒		contact@bwyddyfihub.co.uk	44	0		https://openfoodnetwork.org.uk/bwyd-dyfi-hub/shop	https://facebook.com/bwyddyfihub	https://instagram.com/bwyddyfihwb				ECO Food Sharing Hub, 15 Chalybeate Street	Aberystwyth	Ceredigion	Wales	SY23 1HS	UK
39d596f4bd130ec6d930f2b73c81f166	medina.aberystwyth		Medina	Caffi a siop fwyd annibynnol Môr y Canoldir. Bwyd ffres, coffi gwych, hwyliau hapus.	Independent Mediterranean cafe & food shop.Fresh food, great coffee, happy vibes.	🍅☕️🍽🥗🍕🛒		info@medina-aberystwyth.co.uk	44	0	1970 358300	https://medina-aberystwyth.co.uk	https://facebook.com/medina.aberystwyth	https://instagram.com/medina.aberystwyth				10 Market Street	Aberystwyth	Ceredigion	Wales	SY23 1DL	UK
f53a882b2fc89dbd0833cef9de183d60	aber.camping		Aber Camping	Maes gwersylla cyfeillgar a thawel wedi’i leoli ger tref glan môr hardd Aberystwyth, Gorllewin Cymru	Friendly and quiet campsite located near the beautiful seaside town of Aberystwyth, West Wales	🏞🏕			44	0	800 999 1276	https://abercamping.com	https://facebook.com/profile.php?id=100083049593172	https://instagram.com/aber.camping				Sunnyside Villa, Old Goginan	Aberystwyth	Ceredigion	Wales	SY23	UK
a14e0fe9f0b1394d1f0b1a394af8dc00	royalpier.aberystwyth		Royal Pier	Pleser, i gyd mewn un lle.	Pleasure, all in one place.	💧🍅🏫🍺🍽🌅👾🎱🏆		pleasure@royalpier.co.uk	44	0		https://www.royalpier.co.uk/	https://facebook.com/royalpier.aberystwyth	https://instagram.com/royalpier.aberystwyth		https://tiktok.com/@royalpier.aberystwyth			Aberystwyth	Ceredigion	Wales	SY23	UK
aff15c6ba454b739bd59d0f9bf99ab55	agnellis2011		Agnelli's	Deli Eidalaidd dilys	Authentic Italian Deli	🍅🥪🇮🇹			44	0		https://agnellis.myshopify.com		https://instagram.com/agnellis2011				3 Bridge St	Aberystwyth	Ceredigion	Wales	SY23 1PY	UK
f6359b56b9dc3548cb442699c665d817	walescoastpath		Wales Coast Path Guidebook	Arweinlyfrau swyddogol i Lwybr Arfordir Cymru	Official guidebooks to the Wales Coast Path	🏞🥾	#WalesCoastPath #LlwybrArfordirCymru	tony@northerneyebooks.co.uk	44	0		https://walescoastpath.co.uk/shop		https://instagram.com/wales_coast_path							Wales	SY23	UK
483ad4c79e5a001b812e5163187838b3	whitehorseaberystwyth		The White Horse	Lleoliad cyfeillgar yn cynnig bwyd blasus, diodydd gwych a phrofiadau bythgofiadwy.	A friendly venue offering delicious food, great drinks and unforgettable experiences.	🍅💧🍺🍽🎵🏳‍🌈		whitehorse.aberystwyth@stonegatepubs.com	44	0	1970 615234	https://greatukpubs.co.uk/white-horse-aberystwyth	https://facebook.com/thewhitehorse.aberystwyth	https://instagram.com/whitehorse_aber				Upper Portland St, Aberystwyth, United Kingdom	Aberystwyth	Ceredigion	Wales	SY23	UK
85d4f1921e257a210883cc630bbf4103	ciwb.yokos	Y Cwtsh & Y Ciwb		Caffi yn ystod y dydd ☕️ Bwyty nos 🍴	Daytime cafè ☕️ Evening restaurant 🍴	💧☕🍸🍅🍽🌃🪩			44	0	1970 623963			https://instagram.com/ciwb.yokos		https://tiktok.com/@ciwb.yokos		2 Pier St	Aberystwyth	Ceredigion	Wales	SY23 2LJ	UK
eae7d8c60fcfa7d9f88fa43a401b0e7e	coffeenumber1		Coffee#1	Tai coffi annibynnol yn gweini’r coffi gourmet moesegol gorau, dewis rhagorol o gacennau ac amrywiaeth sawrus eithriadol.	Independent coffee houses serving the finest ethical gourmet coffee, outstanding cake selection & exceptional savoury range.	💧☕️🍽			44	0		https://www.coffee1.co.uk/locations/aberystwyth/	https://facebook.com/pages/Coffee1-Aberystwyth/310672882917160	https://instagram.com/coffeenumber1				Portland Street	Aberystwyth	Ceredigion	Wales	SY23 2DX	UK
adcf1914e65b724ff3d97445249300f1	aberopera		Aber Opera	Ensemble amatur wedi'i leoli yn ardal Aberystwyth, sydd ag angerdd am Opera ac yn cynnal cyngherddau codi arian ar gyfer elusennau.	Amateur ensemble based in the Aberystwyth area, who have a passion for Opera and hold fundraising concerts for charity.	🏫🎭🎵			44	0			https://facebook.com/AberOpera	https://instagram.com/aber_opera					Aberystwyth	Ceredigion	Wales	SY23	UK
98a468664c1d4dd5d21088e343a0efab	theangelinnaber		The Angel Inn	Bar cau diweddaraf Aber 🍻🍹🥃\ 3PM-4AM ⏰ Ystafell gefn ar agor bob penwythnos 🕺🏾 isafswm cerdyn £5, sori kiddos 💰	Aber’s latest closing bar 🍻🍹🥃\ 3PM-4AM ⏰ Backroom open every weekend 🕺🏾 £5 card minimum, sorry kiddos 💰	💧🍺🎵			44	0	1970 617878		https://facebook.com/theangelinnaber	https://instagram.com/theangelinnaber				57-59 Great Darkgate St, Aberystwyth, Wales SY23 1DW, UK	Aberystwyth	Ceredigion	Wales	SY23	UK
e1827b1171def4ab24a38a50d52894c3	aradgoch		Cwmni Theatr Arad Goch	Cwmni Theatr a Chanolfan Gelfyddydol aml-bwrpas yng nghanol Aberystwyth	Cwmni Theatr a Chanolfan Gelfyddydol aml-bwrpas yng nghanol AberystwythA touring theatre company and multi-purpose arts venue with spaces to hire on a flexible basis.	🏫🎭🎵📅		post@aradgoch.org	44	0	1970 617998	https://aradgoch.cymru	https://facebook.com/aradgoch	https://instagram.com/aradgoch				Bath St	Aberystwyth	Ceredigion	Wales	SY23 2NN	UK
82eb98b6fc3a68efe618e79c2e658d2c	baravinaber		Baravin	Bwyty a bar anffurfiol golygfa a hanner	Bar and restaurant with great views	🍅🍽			44	0	1970 611189	https://baravin.co.uk/	https://facebook.com/baravinaber	https://instagram.com/baravinaber				1 Marine Terrace	Aberystwyth	Ceredigion	Wales	SY23 2AP	UK
a24ef07a6dd46b047a40e19e020c0647	gwestyrmarinehotelspa		Gwesty'r Marine Hotel & Spa	Gwesty a Sba ar Bromenâd Aberystwyth gyda golygfeydd godidog o’r môr! Bar a Phrydau • Priodas • Maes Parcio.	Hotel & Spa located on the Promenade of Aberystwyth with breathtaking sea views! Bar & Meals • Wedding • Car Park.	🛎💆🍅🍽💧🍺		info@gwestymarinehotel.co.uk	44	0	1970 612444	https://www.gwestymarinehotel.co.uk/	https://facebook.com/gwestymarinehotel	https://instagram.com/gwestyrmarinehotel_spa				Marine Terrace	Aberystwyth	Ceredigion	Wales	SY23 2DA	UK
6989ee9020b7865851c38f2a7c4eca8a	mamafays		Mama Fay's	Mae Mama Fay's yn fwyty Caribïaidd sydd i'w gael yng nghanol Aberystwyth, yn gweini bwyd ffres a chartref. 🇯🇲	Mama Fay's is a Caribbean restaurant found in the heart of Aberystywth, serving fresh and homemade food. 🇯🇲	🍅🍽🇯🇲		mamafays@mamafays.com	44	0	1970 625 625	https://www.mamafays.com/	https://facebook.com/Mamafays	https://instagram.com/mamafays				2a Portland Road, Aberystywth, Wales, SY23 2NL, UK	Aberystwyth	Ceredigion	Wales	SY23	UK
c9251976086c39ef376b93f75a07006a	siopffoto	Siop Ffoto		Rydym yn oriel luniau ac yn storfa argraffu a fframio lluniau.	We are photo gallery and photo printing and framing store.	🛍📷🖼		siopffoto@hotmail.com	44	0	1970 610129	https://siopffoto.co.uk	https://facebook.com/siopffoto	https://instagram.com/siop_ffoto				Llys Y Brenin, Terrace Road	Aberystwyth	Ceredigion	Wales	SY23 2AP	UK
740c8868f42e95614c5c1ee6ad13b265	siop.inc	Siop Inc		📚 Llyfrau 🖋 Cardiau 💿 Cerddoriaeth 🎁 Anrhegion 🙂 Annibynnol	📚 Books 🖋 Greeting cards 💿 Music 🎁 Gifts 🙂 Independent	🛍📚💌🖼🏴󠁧󠁢󠁷󠁬󠁳󠁿		mail@siopinc.com	44	0	1970 626200	https://siopinc.com	https://facebook.com/SiopincAber	https://instagram.com/siop.inc				13 Stryd Y Bont	Aberystwyth	Ceredigion	Wales	SY23 1PY	UK
45429e411e73c9a8289522a58eca4590	thecabinaberystwyth	Y Caban	The Cabin	Siop Goffi a Crepe. Rydym hefyd yn cynnig paninis a baguettes.	Coffee & Crepe Shop. We also offer paninis and baguettes.	🍅☕️🥪🍽			44	0	1970 615119		https://facebook.com/thecabinaberystwyth	https://instagram.com/thecabinaberystwyth				21B Pier St, Aberystwyth, Ceredigion, Wales, SY23 2LN UK	Aberystwyth	Ceredigion	Wales	SY23	UK
31b31ddfcd30b41a503edf1351d472a5	thestarlingcloud		The Starling Cloud	Tafarn, bwyty, a gwesty yn Aberystwyth.	Pub, restaurant, and hotel in Aberystwyth.	💧🍺🍅🍽🛎		StarlingCloud.Aberystwyth@marstons.co.uk	44	0	1970 623743	https://www.starlingcloudpubaberystwyth.co.uk	https://facebook.com/thestarlingcloud	https://instagram.com/thestarlingcloud				Boulevard St Brieuc	Aberystwyth	Ceredigion	Wales	SY23 3TL	UK
cfbc000b35b0a1d997e6e6ef662b753c	stmikesaber		St Michael's Church	⛪️ Eglwys Anglicanaidd Fywiog yn y Canolbarth. 🕚 Gwasanaethau dydd Sul : 10.30am a 6.30pm (am 7pm)	⛪️Lively Anglican Church in the mid Wales. 🕚Sunday services : 10.30am and 6.30pm (for 7pm)	⛪		office@stmikes.net	44	0	1970 617184	https://stmikes.org.uk	https://facebook.com/stmikesaber	https://instagram.com/stmikesaber				Laura Pl	Aberystwyth	Ceredigion	Wales	SY23 2AU	UK
b74060a1e51a694f9e32d5982fdd922b	stpadarnschurch		Eglwys St Padarns Church	Mae Eglwys Padarn Sant yn Esgobaeth Tyddewi wedi bod yn safle ar gyfer addoliad Gristnogol ers y 6ed ganrif.	The church of S. Padarn in the Diocese of Saint Davids a focus for Christian worship dating back to the 6th Century.	⛪		vicarage.llanbadarn@gmail.com	44	0	1970 624638	https://stpadarns-llanbadarn.org.uk/	https://facebook.com/eglwysstpadarnschurch	https://instagram.com/stpadarnschurch				1 Heol-Y-Llan, Llanbadarn Fawr	Aberystwyth	Ceredigion	Wales	SY23 3SE	UK
fbc8ee1fe64ba68bbb68aa8b5ff4248c	rheidolrailway		The Vale of Rheidol Railway	Un o'r rheilffyrdd stêm mwyaf golygfaol yn y DU; cludo teithwyr rhwng Aberystwyth a Phontarfynach ym Mynyddoedd Cambria, Cymru.	One of the most scenic steam railway's in the UK; carrying passengers between Aberystwyth and Devil's Bridge in the Cambrian Mountains, Wales.	🏞🏫🛤🏛		info@rheidolrailway.co.uk	44	0	1970 625819	https://www.rheidolrailway.co.uk/	https://facebook.com/rheidolrailway	https://instagram.com/rheidolrailway				Vale of Rheidol Railway, Park Avenue	Aberystwyth	Ceredigion	Wales	SY23 1PG	UK
dd6eed29a8dd645d7790a614232485ca	harleysaberystwyth		Harley's Bar Aberystwyth	Lleoliad cerddoriaeth, bar, clwb. Rhan annatod o'ch noson allan yn Aber.	Music venue, bar, club. An integral part of your night out in Aber.	💧🍺🪩🌃🎵			44	0			https://facebook.com/profile.php?id=100094230442427	https://instagram.com/harleys_aber				21 Eastgate , Aberystwyth, United Kingdom	Aberystwyth	Ceredigion	Wales	SY23	UK
3c0f40057e160d67350a4ead30444851	thehoptimistaberystwyth		The Hoptimist	Aberystwyth Lleoliad Un ar gyfer Gwylio Chwaraeon!	Aberystwyth's Number One Venue for Watching Sport!	💧🍺🏆			44	0			https://facebook.com/TheHoptimistAber	https://instagram.com/thehoptimistaberystwyth				Alexandra Rd	Aberystwyth	Ceredigion	Wales	SY23 1LE	UK
f65d4e117f2c6b1efa7182d13a72a1a0	theacademyaber		The Academy Aber	Clwb nos poethaf Aberystwyth! Brolio rhai o'r DJs gorau o Lundain i Ibiza!	Aberystwyths hottest nightclub! Boasting some of the best DJs from London to Ibiza!	💧🏫🪩🌃		Aberystwythacademy@gmail.com	44	0	7476 902656		https://facebook.com/academyaber	https://instagram.com/theacademyaber				Great Darkgate St	Aberystwyth	Ceredigion	Wales	SY23 1DE	UK
